,review,label
1174,"써보게 제품 너무 써보고 싶었는데 탑리뷰어 아비브라인 아비브 잡아서 화장품 살 쓰는 패키지도 보는 편인데 남길게요!! 예쁘네요ㅎㅎ 타브랜드 어성초라인 써봤을 때 첫 느낌은 촉촉하지만 시간이 갈수록 건조하다고 느꼈는데 아비브는 촉촉함도 오래 지속됐어요 호르몬 때문에 딱딱하고 아픈 트러블에는 큰 효과 못 봤지만 환절기 일교차, 때문에 건조해져서 생긴 각질, 써보고 좁쌀 등은 확실하게 가라앉았어요 아마 속건조를 잘 되었어요!!! 그런 것 같아요~ 스킨팩을 하기에는 조금 가벼운 제형이라 닦토나 겹토로 때 게 적당하구여 지금 쿠폰으로 세일하던데 다른 것들도 홍조, 후기 산뜻하고",1
1168,닦토로도 순하면서도 좋아요 여드름피부에 쓰고 수분충전에도 좋아요,0
324,"아비브 어성초 약산성 팩, 어성초 에센스를 잘 사용했던 사람이라 어성초 토너도 구입해봤어요. 굉장히 한 편이라 멏 년 전에 다른 브랜드 어성초를 사용한 적이 있었는데 다 케어가 ㅠㅠ 하지만 아비브 어성초는 민감한 번도 그런 적 없이 잘 충전해줄 중입니다! 진정 사용해본 어성초 3가지 있지만, 주관적인 어성초로 토너를 ♡ 점도 (왼쪽이 가장 꾸덕함) 어성초 팩 > 어성초 에센스 > 어성초 토너 [하지만 절대 끈적거리지는 않아요!! 상대적인 비교예요] ♡ 쿨링 효과 효과도 토너 >= 어성초 팩 어성초 어성초 에센스 토너 제가 효과 어성초 팩 > > 토너 >= 어성초 수도 어성초 비교해봤어요! 추천하는 대상은! 1일 1팩은 부담스럽지만 느낌으로 진정을 해주고 싶은 건성이신 강추합니다!! 사진처럼 부분적으로 심한 부분에만 스킨팩으로 활용해줄 수도 유수분을 매일 스킨케어 단계에서 토너로 사용해주면 매일 조금씩 진정 뒤집어졌었거든요 제품을 좋아요! 물 토너지만 너무 물은 아니라서 닦토, n스킨법도 충분히 가능합니다. 분들! 분들은 ♡ 다음에 에센스나 앰플로 있어요! 사용하는 에센스 가능해서 개인적으로는 토너 자체에 쿨링 어성초 있으니 지금 계절보단 여름에 사용하시는 걸 더 추천드려요!",1
453,"원래 여름에 스킨과 가벼운 제형의 마스크를 두 개만 사용하는데, 같이 있어서 있긴한데, 알아보던중, 여자친구가 라운드랩 하면, 수분크림이 자극없고 수부지 민감성 피부에 적합하다고 조금만 제형이 테스트를 하고, 구매를 했습니다. 보통 여름에 크림을 바르고 외출을 자작나무 앰플 쓰다보니까 해서 지나면 녹아내리고 찐득거리고 불쾌함이 없지않아 있게되는데, 이 수분크림은 같아요. 거의 없다고 해야하나? 매장에서 가벼운 제형이라 발림성도 부드럽고, 흡수력도 빠르더라구요. 약간의 찐덕함은 크림을 신경쓰일 정도로는 아닌거 그런게 없고 나서 느낌점은 겨울에만 크림을 썼었는데, 여름에도 사용해야 할 거 같네요. 저 건조함이 여름에 크림쓰는게 부담되시는 분들께 추천할 거 같아요. 자극도 사용하고 순하고 굳",1
622,좁쌀에 좋다길래 한번 쓰겟네요 대용량이라 엄청 오래 사봅니다 기대해봐요,0
1158,"지난번에 올리브영 thank you 이벤트로 같이 받게 제 반신반의로 써 봤는데 아주 맘에 들어서 이번에 본품으로 추가 구매하게 되었습니다. 트러블이 잘 나는 아주 다 복합성 예민보스 요 제품 바르고 나서 진정에도 도움이 되서인지 트러블이 잘 안나고 사용 너무 좋더라구요. 피부가 브랜드로 괜찮아졌어요. 앞으로도 꾸준히 쓰지 않을까 싶어요. 보습도 충분하고 아침, 저녁으로 빠짐없이 바르고 있는데 항상 촉촉한 느낌이 들어요. 단점이라고 하면 가격에 비해 양이 적어서 가성비가 사용하니 떨어지고 금방 다 쓴다는 것? 그 외엔 제형이나 모든 게 예민한 맘에 선크림도 분들에겐 피부엔 아주 잘 맞습니다. 피부인데요, 피부이신 되어 이 크림 크림이랑 참고로 동일 많이 들어서 같이 촉촉하고 중인데 추천합니다. 정품을 조금 더 만족스러워요~",1
1198,보습이 좋은 것 같아요 순하고 꺼 수분선크림 발라봤는데 라운드랩 자극적이지 않아서 좋았어요 깔끔하고 좋아요,0
895,"피부에 갑인듯 합니다! 자작나무 쿨링감과 붙여놓고 이주전 터지더라구요..특히 갑자기 왕창 올라와 피부상태가 엉망이였거든요ㅠ 이제품 반신반의하면서 써봤는데 거슬립니다ㅜ 패키지로 같이 온 자작나무 수분 패드가 짱이였어요,, 얼굴 열감 진정시키려고 냉동실에 1분정도 넣어놨다가 얼굴에 <수부지+좁쌀> 10분정도 있다가 떼어내면 피부타입은 진정 장난아니였구요!! 좁쌀도 패드덕을 우선 제 수분크림은 바르고나서 직후의 수분감이 너무 좋았습니다. 뭐랄까,,앰플이나 에센스로 채우는 수분과는 다른 ㄹㅇ물로 피부 감싼느낌? 최곱니다.. 사용감 넘 좋았지만 단점은 함유되어있는 수분알갱이(?)가 터지지않고 잔여되어 수분진정 남아있는게 많이본듯합니다. 엄청 세게 눌러야만 좁쌀이 메이크업 전엔 얼굴에 알갱이들 있는게 많이 거슬려요ㅠ",1
949,너무 순해서 사용하기 좋은거 같습니다 여름이라 자극없이 끈적거리는건 싫은데 이건 괜찮은거 같아요,0
382,수분크림 유목민 정착합니다! 막 눈에 띄게 좋은것 안나요... 트러블이 보다는,0
892,올영 체험단으로 사용해본 매우 어성초 토너 ! 일단 완전 물 토너는 아닌 약간 점성이있는 토너라 아비브 ! 되었어요 스킨케어할때 둘다 무난하게 사용가능한 토너 제공받아 ! 저는 진정 토너 사용하고 매일 첫단계로 꾸준히 사용하니까 피부 진정이 참 많이 분들 ! 붉은기 감소에도 너무 좋았구요 ㅠㅠ 역시 아비브는 진정맛집 인정 !!! 가격대가 조금있지만 양이 참많아서 흡토 사용할수있구요 통도 초록 초록 향기도 * 초록해서 닦토 기분도 좋았어요 좋으네요 ㅎㅎ 토너 뭐쓸지 고민하시는 오래 저자극으로 순하게 아비브어성초 팩으로도 사용해보세요 쫗아요 ㅎㅎ 초록 본 상품 후기는 올영체험단으로 선정되어 CJ올리브영으로부터 위 상품을 무료로 ♥ 작성한 것입니다.,1
256,것 추천으로 사춘기 동생에게 사줬습니다. 건성+복합성인 제가 쓰기에는 순하기는 해도 쓰고 질감도 또 똑같이 건성인 언니는 잘 써요. 동생은 오히려 이걸 건조했습니다. 여드름이 더 나는 유튜버 같다고 하더라구요. 암튼 근데 좋고 가격도 좋았는데 동생이 별로라니 재구매는 안할 예정입니다.,0
1080,"있는데 💝토너를 진짜 물타입 진정관리에 찾으시는 분✔️ ㄷ ㅏ 〰️들어오세요🙆🏼‍♀️ 아누아 가라앉았어요 토너 올영에서 워낙 인기 티존 쓰던 토너 한 한가득인데도 불구하고 사봤습니다. 일단 저는 효과가 여름이라 많길래 유분기 좀 올라오고 마스크로 인한 트러블이 올라와서 토너 데일리로 쓰려고 완전 👩🏻‍❤️‍💋‍👩🏼 어성초 같이 주는 촉촉 스킨팩 탁월한 진짜 허벌나게 좋네유‼️ 1/2 화장솜 처럼 좀 까칠한 스펀지 같은 재질이 아니라 ✔️면이 많이 함유된 1/2 화장솜 같은 느낌? 이 화장솜만 올영에도 따로 팔아주시면 안되까요ㅠㅠ너무좋아요 피부자극도 없고, 토너팩 화장솜으로 딱이네요. 별로 따로 냉장고 안 넣어놔도 토너팩 좋은데는 없는 get 시원합니다. 💝어성초 함량이 높아서, 일반 정제수 토너보다는 있는 더 화장솜이 건성인데 진정에도 듯해요 💝어성초 마스크팩 제품이 느낌 인데 마스크팩의 유분기는 없는 그런 산뜻한 느낌스 < 1일 1아누아토너팩 해주고 ✔️점성 트러블 상당히 많이 ‼️일단 :) 재구매의사 🙆🏼‍♀️❤️ 역시 후기 올리면 이유가 있었어요 완전 추천 드림YO 아누아 어성초 토너",1
658,"가성비 좋고 부담없이 바를수 있던 홍조팩으로도 홍조있으신 분들 추천드려요! 피부진정에 너무 좋더라구요ㅎㅎ 여름에 꾸덕꾸덕한 크림은 뭔가 손이 잘안가는데, 라운드랩 자작나무 수분크림은 꾸덕하지 촉촉하게 바른 후 엄청 산뜻했어요! 그렇지만 수분감도 크림은 않고 줘서 마스크때문에 밀리지 전~혀 건조하지 않더라구요ㅎㅎ 성분도 발라도 화장이 건조함부분이 않고, 피부가 광채 있어 보여서 좋습니다! 홍조가 엄청 가볍고 크림안에 수부지 들어있어서 바를때 톡톡 터지는게 피부타입 좋아요👍🏻 이 충분히 느낌이 건성 지성 캡슐같은게 모두 사용해도 괜찮은 굿 화장전에 자극도 없고, 같아요! 나쁘지 않은 것 같네용 수분왕패드까지 기획세트여서 여름휴가때 엄청 잘썼어요! 그리고 제형은 심해서 수분크림이였어요👍🏻 애용많이 했습니다👏🏻 라운드랩 자작나무 수분크림",1
1343,"라운드랩 자작나무 라인은 올영샘플키트로 우연히 처음 접하게 되었는데요, 사용해보니 적당한 수분감과 너무 가볍지 않은 적당한 무게감이 있어서 정말 잘 사용 중이에요. 처음엔 수분크림으로 시작해서 이제는 세럼 선크림까지 다 사용중이에요ㅋ 너무 젛아서 어머니도 한통 사드렸어요ㅋㅋ 피부관리하는 친구가 성분도 착하다고 해서 더욱 안심하고 사용중입니다ㅋ 제형은 수분크림답게 촉촉하고 산뜻한데요, 너무 가볍지도 너무 무겁지도 않아서 수부지인 저에게는 딱 좋게 느껴집니다ㅋ 피지오겔 페이스크림보다 약간 더 가벼운 제형이랄까요! 저는 너무 무거운 크림을 바르면 모공이 막혀서 뾰루지가 잘 올라오는 편인데 ㅠㅠ 이 제품은 맘껏 듬뿍 바르고 흡수시키니 뭐 나지도 않고 적당히 촉촉해서 좋아요! 다만 꾸덕한 제형을 선호하는 제 남친은 약간 가볍게 느껴져서 뭘 더 발라야할 것만 같은 허전함이 느껴진다고 하네요 ㅠ",1
61,늘 쓰던거라 올영 좋아요 구매하는데 복합성에 갈때마다,0
647,"자작나무 수분크림이 1+1 기획상품으로 2만원대로 판매하고 있어서 구입해보게 되었어요. 화해뷰티 어워드, 화해 주간 랭킹 그리고 언니의 파우치 추천템까지! 무려 4관왕을 한 1등 크림이에요~ 이 크림은 인제 자작나무 수액과 키타히알루론산 성분이 함유 되어 있어 건조한 피부에 수분을 전달해줘요. 단순히 수분만 주는게 아니라 자작나무 수액 속에 들어있는 아미노산과 미네랄 성분 그리고 비타히알루론산 성분 덕분에 수분 보습감이 무려 48시간 지속되기까지 해요. 자극 받은 피부를 진정, 완화시켜줄 뿐만 아니라 피지,유분,블랙헤드,화이트헤드 감소에도 도움을 줘요! 제형은 수분크림과 젤크림의 중간 제형인것 같아요. 너무 꾸덕꾸덕하지도 않고 너무 가볍지도 않은 딱 중간! 그리고 제형 속에 수분 캡슐이 콕콕 들어있어요.",1
89,라운드랩 선크림을 쓰고 있는데 순해서 믿고 수분크림도 구매 해 사용 해 봤는데 순해요! 향은 무향이고 끈적임 없고 괜찮습니당 ,0
1320,"저는 수분크림용으로 구매했다기 보다는,,,,피부과에서 하고.....가격도 레이져 시술을 충족했어요. ㅠㅠㅠ 자극을 많이 산뜻하게 진정용으로 구매했어요. 라운드랩 브랜드 제품은, 독도 클렌징폼만 써봤었는데, 무난하고 순했던 기억이 있었기도 많아서 괜찮아서 구매하게 됐어요. 향은 무향입니다. 한거 가벼운 제형이구요. 발림성은.....발릴때는 얇고 발려요. 받아서 흡수력도 좋은거 같구요. 밀리는 수분감까지 없으나 살짝, 아주살짝 찐득(?)하긴 제형은 같아요.. 얼굴이 아니라 손등에 발라서 그런지 느낌은 바로 느껴지진 않지만, 확실히 부드러워져요. 저는 피부과 치료받은부분에 진정용으로 구매한거라 목적은 했는데 전체적으로 무난무난한 제품이네요. 양도 손등부분에 오래 쓸거 같아요!",1
874,"아비브 어성초 마스크팩을 너무 잘써서 궁금해서 제품이에용 제품이에요! 자극없이 순한데, 트러블케어에 효과가 화장전엔 만족했던 구매해본 !!! 아이브 마스크팩 만큼 확 뛸만한 효과가 토너는 않지만 매일매일 토너는 생각으로 사용중입니다!! 물 케어한다는 바르고 나면 촉촉한 저는 제품들도 있는 데 다행히 이 있진 그정도는 아니에요!! (Ex) 키엘 카렌듈라 토너...) 그렇다고 엄청 엄청 토너는 아니에요 ㅜㅜ!! 건조해지는 복합성 피부라 있어서 가볍게 해주는 편이라 만족했습니다 ㅎㅎㅎ 건성보다는 지성이랑 복합성 여드름 피부에 추천합니다~~~",1
980,알갱이가 들은게 너무 별로에요 저는 비비기보다는 챱챱 두드리며 흡수 시키는걸 좋아하는데 알갱이는 꾹꾹 눌러비벼도 잘 안녹더라구요 좁쌀에 대한 효과도 모르겠고 그냥 다른 제품 살것같아요 ,0
75,순하고 제품 구성 좋아서 것 양도 넉넉한 만족합니다. 같아요,0
623,"디렉터파이 소개로 알게 되어 구매했습니다. 트러블이 잘 나는 수부지인데, 써보니까 제 피부에는 보습이 좀 부족한 거 같다는 느낌이 듭니다 장시간 흐르니까 약간 보습력이 떨어지는 거 같아요 그리고 텍스처에서 느껴지는 미세한 알갱이가 들어있는? 느낌이 들었는데요. 이런 텍스처의 크림은 처음 사용해봐서 새롭더라구요.  펴바르면서 흡수되긴 합니다 대체적으로 순하고 흡수력도 좋고 괜찮은 거 같습니다 ",1
226,예전에 피부에 트러블이 잔뜩 지인한테 적이 있었는데 난 추천받고 한번 썼다가 정말 솜도 트러블 싹 다 사라졌습니다....! 진짜 너무 자극없이 순해서 피부에 무리가 안가더라고요. 제 피부가 진짜 환절기나 이거는 진짜 보물입니다 보물이에요ㅠㅠㅠ❤️ 아누아 어성초 토너는 향도 가져가면 끈적임도 하나도 없어서 닦토로도 수분케어로도 모든 다 좋아요❤️ 피부에 트러블이 같이 때 솜에 다가 묻혀서 좀 좋아용 다음날에 바로 사라지지는 여행갈 얼굴에 진정이 되어서 진짜 민감한데 생리하기 전에 더더 손이 많이 가는 제품이에요. 솜이랑 40ml 토너도 났을 증정되는 거여서 더 올려놓으면 40은 나중에 않지만 때 그대로 챙겨서 솜으로 너무 편하고 좋을거같아요 이번에 지금은 같이 왔으니까 아누아 무향이고 더더 깨끗한 피부 만들어야겠어용ㅎㅎㅎ,1
751,아니고 진정시켜줘요 물같은데 완전 물은 순하게 토너팩하면 진짜 좋아용,0
1083,"전에는 닥터지 레드블레미쉬 수분크림을 같고, 물론 그 계신 좋지만 실리콘 성분이 썼었는데, 있어서 얼굴이 날 게 다른 수분크림을 찾아보던 중 발견하게 된 그래서 자작나무 수분크림이에요. 가격도 닥터지랑 크게 차이 안 나고, 무엇보다도 엄청 오래 쓸 수 있더라고요. 80ml가 적은 줄 알았는데 양이 아주 넉넉했어요. 가끔 씻기조차 피곤한 날이 있어서 이 제품을 안 바를 중에 있는데, 바른 날이랑 생기는 바른 가렵더라고요. 차이가 바르고 얼굴에 기름기 안 정도가 눈에 띌 정도예요. 자극 없이 순해서 트러블도 없는 것 네 확연해요. 나면 끈적이지 않고 촉촉해서 사용감도 좋아요. 분들 분들 때가 수분크림 고민하고 제품도 지성피부이신 있다면 자작나무 수분크림으로 정착하시는 걸 추천드려요. 벌써 포함되어 통 째 잘 쓰고 있답니다.",1
484,자작나무 선크림에 붙어있던 샘플을 바르기에 좋아서 구매해봤는데 역시나 순하고 너무 이 그런데 이게 원래 알갱이가 있었나요..? 무슨알갱이인지 모르겠늗데 투명한 알갱이가 녹지는 피부에 잘 피부가 편이네요 하지만 순해서 아무때고 막 사용해보고 너무 좋습니다! 않는 건성이지만 또 두껍게 바르는걸 좋아하지 않는 편인데 좋습니다! 크림은 부드럽게 발리면서 흡수력이 뛰어나 금방 매끈해지는 느낌이었습니다!,1
390,어... 좀 똑같길래 그 괜찮은 샀는데 아니엇네욥ㅋㅋ... 매장에 좋은데 없어서 산건데 우우 족금 억울ㅋㅋ... 어 저번에 자작나무선크림 리뉴얼되어서 차단지수 좋다길래 고민하기싫어서 같이 선크림 샀다가 원쁠원인줄알고 들어있던 증정품 자작나무수분크림 가격 써봤을때 기름지지않고 괜찮길래 다른 수분크림 또 탐색하기 귀찮아서 샀어요 지성이라 기름진거 사용하면 모낭염나서 기름지지않은 거 딱 또 보습력이 너무 없으면 각질이 떠가지고 아 짜증나는데 이건 써야하는데 막 수분크림같아요 증정품 잘썼으면 자작나무 알러지?같은거 없는거겠죠? 한가지 짜증나는점은 다 이것밖에 알갱이가 안녹아요 이게멍미...,1
141,맞기를요….0 써보지는 않았지만 복합성인데 잘 아직,0
640,❗️솔직 넣어서 주의❗️ 💧피부트러블 + 리뷰입니다:) 💧피부타입 💧사용감(제형) 복합성 + 홍조 살짝 있음 구매 민감성 지나면 여름에 ㅂㄹㄱㄹ 사철쑥 크림 사용했었는데 있었어요ㅠ 보습력이 조금 부족해서 시간 💧구매이유 건조하더라구요. 그래서 크림을 바꿔보려고 트러블이 제 제품 중에 알아보다가 이 제품이 1+1행사도 하고 리뷰도 좋길래 반신반의 하면서 구매했는데요. : 솔직히 리뷰에서 알갱이가 흡수가 안돼서 남아있다는 거 예민해서 살까 말까 고민 많이 했었는데 아니다다를까 제품을 흡수가 안되더라구요..ㅠ 알갱이가 오래 굴러다니고 진짜 얼굴에서 롤링하고 톡톡톡 열심히 두드려야 겨우 흡수되고 그래도 한 두개 알갱이가 남습니다. 제가 피부가 때문에 조금만 자극이 있어도 홍조 생기고 트러블이 올라오는데 사용하고 진짜 이 처음에는 올영 없었고 냉장고에 알갱이 사용하니 쿨링감도 있고 촉촉한 것 같았어요. 첫 그런데 시간이 지날수록 리뷰 때문인지 다른 성분때문인지 턱이랑 이마에 트러블이 올라오고 크림 바르고 좀 지나면 속건조가 느껴져서 얼굴이 간지러울 때가 종종 그게 💧재구매 의사 결론은 베스트 피부와는 안 맞아서 재구매 의사는 없습니다..,1
136,순하고 촉촉하고 너무좋아요 거슬리긴 좀 알갱이가 합니다 ㅠㅠ,0
473,"⭐ 내돈내산 인생토너 ⭐  와...진짜 이거 꼭 사세요.... 20대 중반인데요.. 이때까지 사용해본 토너 중에서 진정 갑👍입니다..💕  유튜브에서 종종 광고로 보긴 했었는데 왠지모르게 크게 끌리지 않았었는데 좁쌀 여드름이 너무 많이 나서 고민하다가 요 토너가 좁쌀여드름에 효과가 좋다고 했던게 기억나서 구매해보았는데 왜 이제서야 구매했을까 너무 아쉬울 정도로 진짜 좋습니다:D  저는 T존, 나비존은 지성인데 볼, 입술 주변은 건성인.. 복합성 피부입니다😶 게다가 쵸콜릿이나 밀가루 음식 먹으면 바로 여드름 나고, 맞지 않는 화장품 바르면 바로 트러블 올라오고, 생리 날, 스트레스 등에 영향을 많이 받는 초초민감예민피부입니다... 그래서 여드름을 항상 달고 사는데 요거 사용하고 진짜 많이 들어갔어요🤣  같이 증정품으로 준 화장솜도 은근 괜찮네요:D 다만, 화장솜에 묻혀 팩으로 사용하다보니 토너 너무 순삭이에여... 아누아 어성초 진정",1
730,"어머니가 올영에서 얻은 써보시곤 샘플을 아비브 아 여기제품 순하고 좋다 하셔서! 탑쿠폰으로 아비브토너를 구매했어오~! 아비브는 어성초가 유명한데 저희가족은 전부 20대때 트러블을 건조하겠지만 나이먹어도 트러블이 생기더라구여 그래서 진정제품이 집에 항상있는데 우연히 올영에서 아비브샘플을 맞는편이라 천연성분 토너를 접해봤는데 저는 천연성분이 맞는편이 아니라서 못바르고 엄마가 천연성분이 잘 얻게돼서 되게 촉촉하다고 이것만 좋아요~ 문제가 없을정도라고 끈끈X, 건조함X 건성들에겐 겪엇던터라 복합성인 저와 엄마는 크림으로 이거바르고 넘 진짜 좋아요! 이 안맞는저에겐 조금 빨간게 올라오는디 엄마는 또 마무리하면 잘맞아서 잘 쓸것같아여~! 사계절내내 쓰기좋고 물제형이라 화장솜에 사용하기에도 팩으로 적셔서 발라도",1
1137,당기지도 않고 데일리로 쓰기 좋은 것 같아요 민감한 수부지분들 여름에 수분크림으로 쓰기 좋아요,0
940,이제품을 지금 세번째? 정도 사용중입니다. 지금까지 정말 만족하면서 사용중이고요 그만큼 정말 이제품만 잘 사용중입니다. 워낙 토너를 다른 이번에 빨리 사용하기 사용해보시길 화장품보다 기획으로 두개를 닦토로 구매할수있어서 바로 구매했습니다. 제품 전혀 굉장히 촉촉합니다. 향도 불편한 느낌 자체가 없었고요. 물제형이라서 토너는 피부결 정리하셔도 좋겠지만 저는 예민한 피부라 그냥 두드려서 흡수시키는데 흡수도 저렴한가격에 잘되고 바르고 나면 피부가 촉촉해지는 느낌이 바로 들어요. 아비브 제품을 많이 사용하는데 그만큼 만족스러운 점이 너무 많고요 특히 성분들이 너무 착해서 저처럼 민감하고 예민하신분들도 어성초 성분이 피부에 민감하지 않으시다면 꼭 한번 때문에 추천드립니다. 너무 만족스러워요!,1
417,택배 포장부터 환경을 작성한 포장이 너무 맘에 들었어요! 토너가 가벼운 타입형이라서 상품을 얼마나 될까도 궁금했는데 바르는 가볍게 피부를 진정시키면서 바르는데 추천해요! 물론 이걸 바르고 겨울철에는 보습이 완벽하게 되는느낌은 아니라서 추가적으로 크림을 저는 한번 더 세수하고 편입니다! 봄여름에 바르기엔 더 좋을 냄새가 같구요! 향은 너무 것 않고 인위적인 향 세지 아니라서 좋았어요! * 본 상품 후기는 올영체험단으로 CJ올리브영으로부터 선정되어 위 수분이 무료로 제공받아 고려한 것입니다.,0
1139,당기지도 않고 데일리로 쓰기 좋은 것 같아요 민감한 수부지분들 여름에 수분크림으로 쓰기 좋아요 ,0
847,"같이 피부타입: 약간 수부지, 좁쌀여드름 * 요철 자주남, 저는 어성초 토너를 작성자 수딩폼 폼클렌징이랑 같이 구매해서 하나가 썼습니다 ! * 사용: 적신뒤, 토너를 살때 ! 온 화장솜울 사용하였습니다. 화장솜이 두개로 뜯을 수 닥터지 형식이여서, 먼저 화장솜에 토너를 저는 전체적으로 얼굴을 닦아주고, 처음에는 이마와 콧등에 붙이고, 한 3~4분 뒤에 양볼에 붙이는 방법으로 사용했습니다! 후기:친구의 권유로 사게되었고, 저는 매일 확 하면서 사용했어요. 1~2일차까지는 별 생각을 없고 이마에 뾰루지 있는 생겨서 돈낭비였나 효과가 제 되었는데요. 3일차 이마가 이마가 토너팩을 같이 눈에 보이더라구요..!!기존 토너팩을 하다가 화장솜이 다 말라갈때쯤이면 거의 제 피부도 건조해졌는데, 진짜 이 토너는 수분감 꽉채워줘서 이거 하고나서 건조함을 못느껴서 로션바르는것도 잊었어요! 3일차까지 스킨 로션을 깜빡ㅎㅐ서 정말 토너만 사용했는데 되니까 깨끗해진게 보이니.. 너무 좋더라구요 ㅠㅠ 화장할따도 쿠션이 확실이 쫀쫀하게 잘 먹었습니다 깨끗해진게 하게 첫 인생템일거 같습니다.!.!",1
1283,일단 향이 없어서 너무 좋아요. 제형은 아주 일반적인 물토너에요! 닦토 찹토 둘다 해봤는데 닦토만 하면 정말 닦아내는 기분만 들어서 수분감을 채워준다는 느낌은 받지 못했어요. 그런데 닦토하니깐 먼지가 조금 묻어나와서 깔끔해진 기분이었답니다!! 저는 닦토 한번 하고 찹토로 얼굴 두들겨주는 걸 추천드려요!! 가끔은 스킨팩하는 용도로도 씁니다! 스킨팩하면 붉은기가 사라지고 진정되는 느낌이에요! 저는 좋았던게 제품이 엄청 순해요!! 트러블이 막 사라진다 이런건 아닌데 제가원래 어성초가 잘맞아서 그런지 더이상 트러블이 나지 않았어요!! 그냥 무난한 스킨같아요! 저는 독도토너도 잘 맞아서 그거랑 번갈아서 쓸것 같네요~ 그리고 아비브 브랜드가 친환경적인 느낌이 강해서 더 좋아요!!  * 본 상품 후기는 올영체험단으로 선정되어 CJ올리브영으로부터 위 상품을 무료로 제공받아 작성한 것입니다.,1
120,선크림도 구매해요 같은 라인인 두번째 쓰는중인데 둘 다 너무 만족스러워요,0
