,review,label
50,"모낭염이 우둘투둘하게 자잘하게 나서 그동안 티트리, 병풀추출물, 마데카소사이드 제품들만 써봤다가 결국 어성초에도 손을 댔다네요 어성초 기초제품들중 가장 유명한것같아서 아누아 어성초 토너를 구매해봤습니다 써본 걸과 너무 신기하게도 이틀?정도만 써봤는데 안가라앉던 오돌토돌 모낭염이 거의 들어갔어요 솔직히 기능성이 아닌 기초 화장품으로는 보습정도가 최대지 이렇게 진정효과가 뛰어날거라는 생각을 못해서 놀라는중입니다 화장품에 항생제라도 몰래 넣으셨는지...? 라는 생각을ㅋㅋ 할만큼ㅋㅋ 모낭염이 들어갔어요 너무 신기해요 어성초가 잘맞는건지 이제품하고 잘맞는건지 아직 모르겠지만 계속 효과가 있으면 재구매할것같습니다 너무 좋고 지금 피부가 오랜만에 매끈해서 기분이 좋아용 어성초가 찬 성질이라 들었는데 그래서 그런지 얼굴도 조금 시원해요",1
1311,"자극 없고 순하고 유분기 없이 수분감 많아서 좋긴한데요, 알갱이가 빨리 안녹아서 많이 문질러야 자 하고 바쁜 아침에 자 대충 문질러 바르면 목이나 얼굴 옆쪽에 자 투명한 알갱이들이 그대로 붙어있습니다...ㅜ이 알갱이좀 없애주신다면 재구매 의향 있습니다..",0
79,"✏️ 피부 타입 평소에 트러블도 쉽게 나고 외부 자극에 굉장히 예민한 현 민감성 피부입니다. 복합성 피부이지만 지성에 가깝고, 현재 접촉성 피부염 때문에 유 고생하고 있어요😭 ✏️ 제품 유형 푸른 빛을 돌고 있어요! 작은 알갱이들이 있는데 에스트라 크림 알갱이와는 달리 피부에서 유 녹는 유형은 아니에요. 잘 흡수시켜도 알갱이가 남아있어서 메이크업 전에 바르기 좋은 제품은 아닙니다. 수분감이 아주 가득가득한 제품입니다. ✏️ 2주일 사용 후기 피부가 워낙 약하고 예민해서 조마조마 했는데 역시나 제품을 올렸을 때 따가움을 느꼈습니다ㅠㅠㅠ 그런데 흡수되고 나면 산뜻하니 따갑지 수 않았어요. 피부가 건강한 사람들에게는 수분감 꽉 잡아줄 수 있는 제품이에요!",1
769,저는 수분크림이 자극없고 순하다고 극찬을 하길래 살까말까 망설이던 와중에 마침 수분크림울 다써서 사봤어요. 사실 같이샀던 제품중에 이걸 제일 기대했는데 솔직히 잘 모르겠어여… 제가 다른제품들은 몰라도 에센스랑 수분크림은 진 진짜 수분을 잘 전달해주고 잘잡아준다는 그런 제품만 진 쓰는데 제피부가 제품에 많이 예민하지 않은데 좀 바른후에 알갱이가 잘 안녹아서 불편하고 수분감도 좋은지 잘 모르겠어요ㅠ너무 라이트한느낌??이라서 여름에 좋을듯 하여 구매했지만… 이것만 바르면 좀 부족하다고 느끼고 그래서 손이 잘 안가요ㅠㅠ 그리고 단지형인데 다른 단지제품들과는 다르게 잘 안열려서 더 잘 진 안쓰게되더라구요 이제품을 좋아하시는 분들을 위하여 튜브형으로 바꿔주시면 좋을듯해요!,1
213,피부진정에 좋은 꿀템 수분크림에 아주작은 히알루론산 알갱이가 들어있어요. 화장 전에 바를때는 이 알갱이가 피부에 스며들 수 있게 잘 롤링 해줘야 좋아요. 그래서 가끔 알갱이가 스며들지 않으면 동글한게화장위에 있어요. 이게 단점이에요. 그치만 닥터지 수분크림 보다는 아주 조금 더 유뷴감 있는 형태에요. 하지만 그래도 다른 수분크림에 비해서 유분감이 많은 편은 아니에요. 조 바르고 나면 피부에 스며들어 이 있는 느낌이에요. 코팅 되어 았는 느낌 보다는요. 피부가 예민해 진다거나 트러블이 올라오는게 현저하게 줄었어요. 저는 알로에수분크크림을 발라주고 마무리 해주니까 수분감이 더 잘 느껴져서 좋았어요,1
990,자작나무 수분 선크림을 사용하는데 너무 좋아서 수분크림까지 구매하게 되었습니다😍 ❤️우선 기대했던 것 만큼 촉촉하고 순수함이 느껴졌습니다!! 트러블이나 자극이 하나도 수 없이 안심하고 조 바를 수 있다는 점이 가장 큰 장점인 것 같습니다!! 🧡보습력도 좋았습니다! 지속력이 아주 뛰어나지는 않지만 여름철에 가볍게 촉촉하게 사용하고 싶었기 때문에 너무 만족스러웠습니다!! 💛여름에는 유분기도 많이 올라오고 땀도 나서 피부가 수 찝찝해지고 하는데 이 제품은 산뜻하게 사용할 수 있었습니다! 💚향도 자극적이지 않아서 수 기분좋게 바를 수 있습니다! 은은하게 나는 향기가 좋았습니다 💙튜브형이 아니라 사용하기 불편함 점도 있습니다! 💜가격이 조금 부담된다면 할인기간에 사는 것을 추천드립니다!! 저는 재구매 의사 완전 있습니다!!,1
679,지성에 좋은 수분크림이라길에 구매했요 생각보다 오래쓸거같아서 기대중이에요,0
89,라운드랩 선크림을 쓰고 있는데 순해서 믿고 수분크림도 구매 해 사용 해 봤는데 순해요! 향은 무향이고 끈적임 없고 괜찮습니당 ,0
598,아비브 껌딱지 어성초 팩이 너무 좋아서 토너랑 토너패드 두 개 다 샀어요!!. 계 닥토가 좀 자극적일까봐 토너도 샀는데 토너패드가 순하고 너무 부드러워서 하나만 있어도 되겠더라구용...ㅎㅎ 어쨌든 토너까지 사용해봤는데 엄청 엄청 촉촉해요...! 너무 물같이 흐르는 느낌보다는 아주 살짝 점성이 있어요! 피부 때 상태가 지금 너무 안 좋아서 계속 사용 때 중인데 확실히 자극이 없어서 때 피부가 너무 편안해요!! 아직 트러블이 확 개선되었다거나 그런 효과는 없지만 발랐을 때 피부가 너무 편해서 만족합니다!! 개인적인 바램이지만 아비브에서 어성초라인 크림이 출시됐으면 좋겠어요ㅠㅠ 다른 크림이 있는 건 알지만 때 어성초 계 토너와 에센스랑 함께 쓸 크림 출시해주세요!!!><,1
420,지성피부인 저는 산뜻하니 좋더라구요. 끈적임도 없고 크게 자극되는것도 없고.. 아주 좋아요,0
1061,너무 꾸덕하지 않고 여름에 가볍게 쓰기 좋은 것 같아요! 저는 속건조가 심한 편인데 세수하고 닦토하고 앰플 바르고 이걸로 마무리하면 산뜻하니 괜찮아요 근데 가벼운 편이라 겨울에는 쓰기 힘들듯 ㅜㅜ ,0
582,향없고 자극없네요. 끈적임도 적어서 아주좋습니다. 수분알갱이들이 좀 걷돌아서 바르는데 시간이 좀걸리지만 순한제품이라 좋아요,0
553,아직 써보진 않았지만 저렴하게 구매했어요 패드까지 감서합니다~^^,0
185,여드름아 많이나고 피부도 많이 붉어지는 편이었는데 아 수분크림 쓰고 피부좋아졌다는 얘기 많이 듣고 있어요 1달정도 쓰니 효과를 보기 시작 했습니다. 정말좋아요 순한고 찾으시는 분들은 이거 강추 합니다~!!!! ,1
1347,"향 제가 향에 정말 민감해서 조금만 이상한 향이 나면 아예 상용하지 않을정도인데 이건 정말 은은한 부담없는 향이여서 거부감이 들지 않았어요! 오히려 향이 좋아서 맡고 싶은ㅋㅋ 제형+마무리감 유분감이 거의 진짜 거의 없고 완전 워터리한 제형이라 건조할수도 있다고 생각했었는데 건조하지 않고 완전 촉촉해요! 어느정도 보습감도 있고 전 진정효과도 있습니다! 홍조를 너무 잘 재워줘요💕 토너팩 닦토로도 좋지만 진정, 수분충전을 위해 토너팩으로 더 자주 사용해줬습니다! 조금만 자극을 주거나 더워도 홍조가 스멀스멀 올라와서 고민이였는데 이 토너로 토너팩해주면 홍도조가 사라져요! 심지어 수분충전도 잘 해줘서 앰플이 필요가 없어요ㅋㅋ 바로 수분크림으로 마무리만 해줘도 건조함이 느껴지지 않았어요! 전 건성인데 말이죱 !! 재구매 의사 완전 100%!! 1000%!!!!!",1
744,왜 화해 1등한 수분크림인지 알겠네요. 수분부족 악건성에 각질까지 일어나는데 아침 저녁 이거 발라주면 속당김 하나도 없이 촉촉합니다. 히알루론산 알갱이 화 때 톡톡 터뜨리는 맛이 신선해요. 제형은 살짝 묽은 크림제형이고 흡수시키고 나면 수분감 좋고 물광기 살짝 돌면서 산뜻합니다. 유수분 밸런스가 잘 안 맞을 때 생기는 좁쌀여드름 많이 들어갔어요,1
395,아누아 느낌에 맞게 사진찍어보았어요! :-)   너무 유명해져버린 아누아 어성초 토너! 사실 전부터 제일 쓰고 싶은 토너였지만 제 기준 가격이 쬐끔 있는 편이라 구매가 망설여지고 있었던.. 하지만 올리브영은 역시 실망을 안겨주지 않지요 ㅠㅎㅎ 세일을 하길래 덥석 구매한 아이랍니다 :) 심지어 화장솜을 60매나 주는데 일반 매니큐어 바를때 쓰는 질나쁜 솜이 아닌 토너팩 사용할 때 쓰는 그 얇고 고급스런(?) 화장솜이네요ㅠ 역시 아누아   어성초가 여드름에 제일 좋은건 다들 알고있는 사실일테지만 다시한번 강조할게요 여드름엔 뭐다? 어성초다! 어성초가 트러블 잠재우는데는 가장 좋은 것 같아요! 아누아 어성초 토너 듬뿍 적셔서 팩처럼 피부에 올려주면 끝! 5분정도 그렇게 해놓고 떼면 시원해지면서 토너는 흡수되고 민감해진 피부가 잠잠해진다는..   지금 세일하는거에 더해서 토너 미니용량도 주니까 여행갈때 딱일듯해요! 거기다 60매 화장솜까지!! 안살이유 없숨다.. 아누아 어성초 토너 안써보신분들 지금이에요 지금 사세요 ㅠ 아누아 토너 어성초,0
654,너무 마음에 들어요 뭘 사야할지 엄청나게 고민하다가 유튜브 보고 고민 많이 했는데 다들 추천해서 샀는데 너무 일 마음에 들어요 ㅎㅎ 일 화장도 잘 먹고 일단 수부지에 복합성까지 겸비한 제 피부에는 찰떡입니다! 건성피부인 엄마도 잘 맞다고 좋아하셨어요 산뜻하고 흡수도 잘되고 은은하게 도는 광도 좋아요,0
1350,*구매이유* 저는 리프팅크림을 사서 스킨로션리프팅크림만 발라주고 있었어요. 부족하지는 않았지만 리프팅크림은 화장전에 발라주기에는 너무끈적거리고 화장이 잘먹지 않았어요. 과 알아보니 화장전에는 과 수분크림으로 충분히 수분을 흡수한 후 화장하면 더잘먹는다고 하더라구요. 그래서 수분크림도 한번 사려고 봤더니 디렉터 파이님이 이 수분크림을 과 추천하길래 샀습니다. ♡진정 : 저는 과 코주변 과 볼중앙에 홍조가심해요. 트러블도 좀 있구요. 그게 좀 좋아지더라구요. 홍조가 너무 심해서 과 아예사라지지는 않았지만 그래도 많이 좋아지구 있었어요. ♡보습 : 이건 좀 좋았어요. 엄청 많이 발라줬는데도 겉돌지 않고 피부에 흡수되는게 신기했어요.,1
58,제가 기초제품 고를때 성 제일 성 중요하게 생각하는건 성분입니다. 유해성분이 있다해도 꼭 탈 안 나는건 아니지만 오일이나 피이지 같은 성분 조심해서 나쁠건 없기 때문입니다. 이 제품은 제가 고른 제품 답게(ㅎㅎ..) 유해성분이 전혀 없습니다.사실 처음 접한건 화해였는데 화해에서 처음 구매하고 너무 좋길래 올리브영에서 재구매하게 되었습니다. 제 전에는 싸이닉 더 심플크림을 3통 사용하였어서 심플크림과 비교해보자면 라운드랩 크림이 훨씬 더 탈 촉촉함이 오래갑니다. 끈적임? 당연히 성 없고 흡수 역시 빠른 편입니다. 유분이 전혀 안 느껴지고 이 수분만 느껴집니다. 건성분들이 사용하기엔 여름에도 비추천.. 지•복합성은 겨울에 사용하기에도 충분한 수분감입니다.,1
380,어성초 성분이 진정과 항염에 좋다고 해서 사용해보았음 따갑거나 거부감이 들지않아서 잘 사용중 약간의 점성이 있는 토너지만 무겁지 않아서 어느 계절에 사용해도 좋음  여러번 레이어해서 바르면 좀더 보습감 있게 바를 수 있어서 건성이 사용해도 괜찮고 예민하거나 여드름이 있는 피부도 사용하기에 좋을 것 같다고 생각함 ,0
694,"수분크림을 찾다가 자작나무가 유명하다길래 고민하고 고민해서 제품을 구매했습니다. 자극적이지않고 순하고 좋네요,, 끈적이지도 않아서 정말 맘에 쏙 쏙 들어요 ,,,,",0
21,"친구 선물로 구매했습니다!! 전형적인 수부지 피부에 요즘 더운 날씨와 마스크 때문에 피부에 잔 잔 트러블이 많아져서 진정+수분 토너를 원하길래 선물해줫습니다!! 아누아 제품은 워낙 후기도 좋고 많이들 추천 하길래 테스트 없이 선물해줘서 자세한 느낌은 고 잘 모르지만^^… 선물 받은 친구 말로는 확실히 토너가 깔끔하고 수분감 많아서 여름에 쓰기 좋다고 했어요!! 어성초 성분이 피부 진정부터 쿨링, 보습에 좋다고 알려져있는데, 어성초 토너도 괜찮은것 같아서 선물해준 입장에서 완전 좋았어요!! 특히 피부 마 진정기능이 엄청 괜찮아서 저녁에 선 민감해진 피부 진정시키는데 짱이라고 합니다 친구는 토너를 그냥 바르기조 하는데, 친 토너 팩으로 얹어두는 것도 좋다고 마 하네요! 아누아에서 토너패드도 나온걸로 알고 있는데, 고 제품도 한번 써 보고싶습니다!! 좋은 선물 해준거 같아서 너무 뿌듯 하네요 ㅎㅎ",1
1035,수분크림을 뭐 살지 고민하다가 유튜브 통해서 진짜 많이 봤는데 복합성이여서 수분이 너무 많고 보습이 너무 잘되는건 유분이 너무 많이 올라와서 조 이것저것 많이 살펴봤어요 . . 근데 수부지로 딱 좋은 수분 크림같아요 속보습 잘 잡아줘요 얼굴이 상태가 별로여서 스킨 앰플 세럼 수분크림 조 다 바꿔줘서 이제 피부상태 좋아요ㅎ 한달에 한번 얼굴에 여드름 날까말까에요 수분크림 뭐 살지 모르겠는 분들은 한번 사서 써보는 것도 나쁘지 않을 거 같아요 . . . 화장할 때는 수분크림을 밤에 발라주는 것보다는 조금 조 바르고 화장해요 조 밤에는 듬뿍듬뿍 발라주고 자는 거 추천드려요 그리고 얼굴에 스크럽하고도 듬뿍 발라주는 편이에요 수부지분들은 진짜 진 꼭 사서 사용하시길 바랄게요 저는 한통 다 쓰고 다른거 말고 이거 하나 더 사서 사용하고 있어요ㅎ,1
1337,두통째 쓰는 수분크림인데 세일도 하길래 주저없이구매했어요~~,0
77,순하고 제품 구성 좋아서 만족합니다. 양도 넉넉한 것 같아요,0
945,되게 부드럽고 하얀색입니다 유튜버 추천에 있길래 뭐쓰지 하다가 사봤는데 꽤 조 괜찮아요 근데 바를때마다 조만한 알갱이 있는것 같응데 조금 굳은건가요,0
1000,"제형이 엄청 신기해요! 약간 푸딩같이 쫀쫀하면서 탱글탱글한??느낌이에요! 바르기 전에 제형만 봐도 엄청 수분이 가득한 게 느껴져요ㅎ 또 발림성도 좋고 무거운 느낌이 아니라 아침, 저녁으로 다 사용할 수 있을 거 같네요ㅎ 사용하기 전에는 너무 가벼워서 너무 빨리 기 흡수돼서 없어지면 어떡하나 했는데 실제로 발라보시면 제형이 수분90% 로션같은 유분끼?10% 정도라서 촉촉함이 오랫동안 지속돼요ㅎㅎ 처음엔 몰랐는데 자세히 보니 수분알갱이 같은게 있어서 이게 때 챱챱 발라줄 때 알갱이가 터지면서 수분이 더 충전되는 기분이에요ㅎ 예전부터 써보고 싶었던 제품이였는데 이번에 올영에서만 원플원 기획상품에다가 할인도 좀 세 더 해줘서 엄청 저렴한 가격으로 좋은 제품 구매한 거 같아서 기분 좋아요ㅠㅠㅜ 다시는 이런 구성 없을 거 같아서 세일 끝나기 전에 기 쟁여놓아야겠네용ㅎㅎㅎ #라운드랩 #올리브영 #수분크림",1
1106,"정말 근래 산 제품 중 가장 마음에 드는 상품이에요!! 집에 크림이 있는데 겨울에 쓰기에 너무 가벼워서 보습감이 떨어지다보니 구매하게 된 제품이에요 일단 구성이 너무 마음에 들었고, 또 화장품 어플에서 평점이 워낙 좋아서 한번 사봤어요~ 크림이 jar타입이다보니까 덜어서쓰기가 귀찮기는 하지만 그래도 저는 수분감이 확 느껴져서 너무 좋았어요! 그리고 알갱이 같은게 있는데 거기서 수분이 터져나와 얼굴을 감싸는 느낌이라 유분감보다는 수분감으로 얼굴을 감싸주는데, 그 느낌이 너무 좋아요~ 정말 근데 보습감도 있어서 근래 산 제품중 가장 마음에 들었어요! 진정도 잘되면 좋겠어요 ",1
775,완전 만족한 크림이예요. 이번에 세일을 하길래 구매해 봤는데 너무 얼 좋아요. 저는 얼굴이 유분기가 도는 걸 별로 안 좋아하는데 안 안 이 크림은 마무리감도 산뜻해서 얼굴 끈적거림도 없고 두드려주면 얼굴이 부들부들해요. 되게 가벼운 제형이예요. 얼굴에 올리니까 부드럽고 시원하게 발려요. 시간이 지나도 전에 쓰던 크림에 비해 유분이 안 올라오고 며칠 꾸준히 바르니까 얼굴 피지나 트러블도 많이 얼 없어서 얼굴이 안 엄청 맑고 깨끗해지더라고요. 항상 크림으로 걱정이 많던 저에게는 완전 안착할 크림이예요.,1
610,아누아 토너 4통째 쓰고 있는데 토너팩 해주면 너무 좋아요 피부가 뒤집어졌을때 꾸준히 팩해주고 사용하면 금세 가라앉아요,0
1031,에전부터 쓰던거라 재구매 했어요.   제가 피부가 아토피에 건성에 여드름성이라 보습이 좋으면서 유분기가 너무 많지 않으면서 순한 제품을 찾던중 이 크림을 발견해서 정착했습니다. 처음 살때도 순하다는 말에 샀는데 계속 써도 큰 트러블 언샹가는거 보면 괜찮은가봐요.   예전에는 튜브형 특가할때 샀는데 다쓰고 사려니 세일을 안해서 상당히 비싸졌길래 그냥 떠서 쓰는구 샀습니다.  집에서만 쓸거라 괜찮을것 같아요.   증정으로 온 작은 수분크림은 여행갈 때 들고가면 좋을것 같네요.   라운드랩 토너랑은 잘 안맞는거 같아서 아누아 어성초랑 같이 쓰고있어요. 괜찮은듯 ,1
566,독도크림 쓰다가 이거 써보니 보습력은 독도보단 아니지만 가볍고 촉촉해요. 쿨링감도 있고 진정도 되는것 같아요. 쭉 이 제품만 쓸 예정입니다! ,0
871,"아비브 어성초라인 유명한것답게 이 제품도 순하고 진정에 효과있는 제품이었어요! 제형은 끈적한 제 콧물타입 토너보다는 물토너에 가까운 제형이에요:) 그래서 메이크업 전에 산뜻하게 사용하기 좋은것같고, 물타입 제형이긴 해도 바로 흡수되고 날라가는 느낌은 아니라서 여러번 레이어링해서 발라주면 촉촉함도 잡아줄 수 있어요~~ 제품의 전성분이 패키지에도 다 표기되어있어서 각자 피부에 안맞는 성분이 있는지 제 확인하고 구매할 수도 있고, 어성초 성분이 잘 맞으시는 분들이라면 자극없이 순하게 사용하기 수 좋을것 같아요! 두세번 레이어링해서 이 토너 발라주면 이 제일 효과 좋은 것 같고, 피부가 건조한 날에는 화장솜에 듬뿍듬뿍 메 제 발라서 토너팩해도 좋아요! * 본 상품 후기는 올영체험단으로 선정되어 CJ올리브영으로부터 위 상품을 무료로 제공받아 작성한 것입니다.",1
339,"어성초는 여드름에 좋다는 말을 많이 들어서 구매하게 된 제품입니다. 진정, 보습보다는 마스크 속에서의 내 뜨끈한 날숨에 모공들이 넓어지는 게 눈에 보일 정도의 나날들. 모공 좀 없애보려고 아누아 어성초 수딩토너를 샀다! 게 아누아 어성초 수딩토너는 수분감이 오래바는데 보습감까지 있는 것 치고는 제형이 묽고 끈적임이 전혀 없다! 손에 덜었을 때도 물처럼 흐르고 향도 거의 없다. 수부지인 분들이 수분 채워 넣기에 딱 좋을 듯한 토너다. 과잉 피지도 막아주고 유수분 균형도 잡아주는 제품! 손으로도 챱챱 마 발라주고 닦토로도 활용 가능하고 화장솜에 묻혀 팩으로까지! 1석 3조로 이용가능한 토너. 성분도 전체적으로 착하고 약산성이라 저처럼 민감성인 분들께 완전 강추합니다~ 그냥 쓰는 것보다는 냉장고에 넣어서 시원하게 쓰면 더 좋습니다!",1
176,후기가 좋아서 구매했는데 자극없이 순해서 좋아요 잘 사용중 ,0
125,30대에 들어서니 피부가 많이 예민해지고 트러블도 나고 미세먼지와 꽃가루로 인해 상당히 예민해졌고 속당김과 건조해서 가려움증이 요즘 근래 심해졋는데 많이 좋아졋어요 발림성도 좋구요. 기름지지않아 산뜻햇고 안에 캡슐? 같은게 잇어서 수분감이 더 느껴져써요. 순해서 좋아꼬 저렴해수 좋앗습니다. 흡수력듀 좋아서 메이크업해도 밀리지 않아서 좋았어요.여름철에 사용하기 좋을것같아요 ,1
348,좋다좋다 이미 널리널리 알려져있었는데 바로 사지못하고 계속 맘속에만 담아뒀었어요 원래 올브영 매장에서 보기 힘들었는데 갑자기 보곤 ~~ 사야겠다 싶어서 ~ 솜이랑 소량의 스킨샘플도 줘서 얼릉 두개시켰어요~ 트러블 나고 민감할때 진정효과있어요~~ 좋아용~~~왜 다들 좋타고 하는지 알겠어요,0
673,수부지 피부 나야 나 여드름 많은 사람 나야나 여드름 토너 찾다가 동생 추천으로 벌써 2통째.비우는 중입니다 #수분 진정 이 토너로 저는 주로 토너팩을 하는데요! 아낌 없이 팍팍 제.피부에 먹여주면 촉촉하고 ! 피부결이 달라져요 말 ! 정말로! 피부결이 부들부들해지는데 이게 수분을 채우ㅓ서 촉촉해수 그런게 아니라 정말 부들 부들해져서 이게 내 피부가 맞나... 싶어요! 그리고 토너 팩 하고 나서 아침이 되면 여드름 노랗게 익는게 아니라 점점 들어가는? 말 그래도 정말 진.정! #수분감 여드름 스킨케어는 여드름이나 피지 때문에 유분감도 적고 정말 딱 필요한 수분만 주는 제품이 많은데 저 같은 수부지는 수분도 필요하거든요...근데 이 토너는 수분도 주고 진정도 해주는 일석이조에 제품입니다,1
604,"<작성자 소개> 나이: 20대 초반 성별: 여 피부타입: 이마에만 여드름이 나고 볼은 건조함 유튜버 디렉터 파이님 리뷰 보고 구매했습니다. 성분도 좋고 특히 여드름 피부에 좋다고 해서 선택했습니다. 3주 때 정도 사용해보고 작성중인데, 실제로 정말 마음에 드는 제품입니다! 최근에 정 썼던 때 제품 중 가장 순해요ㅠㅠㅠ!! 여드름 피부 아니시더라도 민감 가 피부라면 써보면 좋으실 거 같습니다~! 제형도 일반 수분크림 정 타입보다 더 부드럽고 수분 함량이 많다고 느꼈습니다. 만지면 기분이 좋아지는 제형이에요 용량이 많은 편은 아니지만 할인할 때 사서 잘 산 거 같아요. 하지만 정 건성분이 쓰시면 좀 건조하다고 느끼실 수도 있을 가 거 같아요",1
